日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-01-13,600207,4.97,4.86,4.97,4.83,246971,120555640.0,2.82,-2.21,-0.11,2.27
2026-01-14,600207,4.87,4.83,4.92,4.76,267067,129510216.0,3.29,-0.62,-0.03,2.45
2026-01-15,600207,4.81,4.73,4.83,4.72,187560,89315040.0,2.28,-2.07,-0.1,1.72
2026-01-16,600207,4.75,4.82,4.85,4.7,217068,103662840.0,3.17,1.9,0.09,1.99
2026-01-19,600207,4.82,4.87,4.89,4.78,156361,75749984.0,2.28,1.04,0.05,1.44
2026-01-20,600207,4.87,4.8,4.92,4.77,145424,70098072.0,3.08,-1.44,-0.07,1.34
2026-01-21,600207,4.78,4.84,4.87,4.75,128186,61856676.0,2.5,0.83,0.04,1.18
2026-01-22,600207,4.84,4.92,4.93,4.82,194430,95008000.0,2.27,1.65,0.08,1.78
2026-01-23,600207,4.92,5.2,5.2,4.92,553309,284186112.0,5.69,5.69,0.28,5.08
2026-01-26,600207,5.21,4.97,5.22,4.93,380547,191367136.0,5.58,-4.42,-0.23,3.49
2026-01-27,600207,4.95,5.03,5.08,4.75,298123,146101232.0,6.64,1.21,0.06,2.74
2026-01-28,600207,4.99,4.9,5.02,4.88,195138,96256752.0,2.78,-2.58,-0.13,1.79
2026-01-29,600207,4.86,4.84,4.96,4.81,190904,93125112.0,3.06,-1.22,-0.06,1.75
2026-01-30,600207,4.82,4.68,4.87,4.63,277201,130535192.0,4.96,-3.31,-0.16,2.54
2026-02-02,600207,4.63,4.62,4.74,4.62,127939,60031620.0,2.56,-1.28,-0.06,1.17
2026-02-03,600207,4.68,4.8,4.8,4.65,146580,69538576.0,3.25,3.9,0.18,1.35
2026-02-04,600207,4.79,4.98,4.99,4.77,326467,160443872.0,4.58,3.75,0.18,3.0
2026-02-05,600207,4.95,4.85,4.95,4.84,182783,89264248.0,2.21,-2.61,-0.13,1.68
2026-02-06,600207,4.82,4.88,4.92,4.74,165530,80133976.0,3.71,0.62,0.03,1.52
2026-02-09,600207,4.93,5.1,5.2,4.93,442177,226016896.0,5.53,4.51,0.22,4.06
2026-02-10,600207,5.12,5.61,5.61,5.06,811789,443046784.0,10.78,10.0,0.51,7.45
2026-02-11,600207,5.48,5.35,5.48,5.32,728572,392275488.0,2.85,-4.63,-0.26,6.69
2026-02-12,600207,5.28,5.51,5.76,5.28,763300,422861472.0,8.97,2.99,0.16,7.01
2026-02-13,600207,5.48,5.25,5.5,5.24,433393,230321504.0,4.72,-4.72,-0.26,3.98
2026-02-24,600207,5.39,5.36,5.48,5.3,310653,166674672.0,3.43,2.1,0.11,2.85
2026-02-25,600207,5.38,5.42,5.51,5.37,308788,167926400.0,2.61,1.12,0.06,2.83
2026-02-26,600207,5.39,5.49,5.7,5.37,366280,202155040.0,6.09,1.29,0.07,3.36
2026-02-27,600207,5.44,5.65,5.84,5.43,509883,288941024.0,7.47,2.91,0.16,4.68
2026-03-02,600207,5.49,5.53,5.57,5.42,349193,191868208.0,2.65,-2.12,-0.12,3.21
2026-03-03,600207,5.47,5.51,5.65,5.47,425264,236569136.0,3.25,-0.36,-0.02,3.9
2026-03-04,600207,5.38,5.49,5.53,5.3,310932,169157856.0,4.17,-0.36,-0.02,2.85
2026-03-05,600207,5.55,5.57,5.61,5.48,298346,165316000.0,2.37,1.46,0.08,2.74
2026-03-06,600207,5.5,5.75,5.87,5.49,502707,288235488.0,6.82,3.23,0.18,4.61
2026-03-09,600207,5.68,5.8,5.83,5.65,403285,232006592.0,3.13,0.87,0.05,3.7
2026-03-10,600207,5.77,5.81,5.81,5.66,312417,179522096.0,2.59,0.17,0.01,2.87
2026-03-11,600207,5.81,5.79,5.89,5.65,284634,164887856.0,4.13,-0.34,-0.02,2.61
2026-03-12,600207,5.8,5.75,5.88,5.68,241475,139113040.0,3.45,-0.69,-0.04,2.22
2026-03-13,600207,5.72,5.61,5.78,5.6,358564,203616192.0,3.13,-2.43,-0.14,3.29
2026-03-16,600207,5.59,5.62,5.67,5.55,213780,119596760.0,2.14,0.18,0.01,1.96
2026-03-17,600207,5.64,5.74,5.87,5.63,372566,215191968.0,4.27,2.14,0.12,3.42
2026-03-18,600207,5.65,5.73,5.89,5.65,265076,152357616.0,4.18,-0.17,-0.01,2.43
2026-03-19,600207,5.7,5.77,5.88,5.69,320865,186080144.0,3.32,0.7,0.04,2.95
2026-03-20,600207,7.47,7.17,7.5,7.17,110899,81306488.0,4.45,-3.24,-0.24,1.96
2026-03-23,600207,5.62,5.92,6.03,5.5,731536,426332128.0,9.27,3.5,0.2,6.72
2026-03-24,600207,5.88,6.18,6.18,5.74,874669,523155456.0,7.43,4.39,0.26,8.03
2026-03-25,600207,6.11,5.98,6.11,5.91,765549,457138944.0,3.24,-3.24,-0.2,7.03
2026-03-26,600207,5.91,6.58,6.58,5.73,921016,580191680.0,14.21,10.03,0.6,8.46
2026-03-27,600207,6.4,6.76,6.84,6.28,1253950,824734848.0,8.51,2.74,0.18,11.51
2026-03-30,600207,6.6,6.44,6.75,6.2,749308,481747104.0,8.14,-4.73,-0.32,6.88
2026-03-31,600207,6.29,6.7,7.08,6.13,1128172,757060416.0,14.75,4.04,0.26,10.36
2026-04-01,600207,6.7,7.15,7.32,6.45,1170987,797661376.0,12.99,6.72,0.45,10.75
2026-04-02,600207,6.87,7.1,7.7,6.74,1174846,839702848.0,13.43,-0.7,-0.05,10.79
2026-04-03,600207,6.99,6.39,6.99,6.39,800348,530747456.0,8.45,-10.0,-0.71,7.35
2026-04-07,600207,6.02,5.75,6.19,5.75,773193,456433984.0,6.89,-10.02,-0.64,7.1
2026-04-08,600207,5.85,5.89,5.94,5.68,584390,340355520.0,4.52,2.43,0.14,5.36
2026-04-09,600207,5.77,5.9,6.03,5.49,700333,401260576.0,9.17,0.17,0.01,6.43
2026-04-10,600207,5.8,5.62,6.0,5.62,543409,315663680.0,6.44,-4.75,-0.28,4.99
2026-04-13,600207,5.6,5.68,5.72,5.53,364072,204819152.0,3.38,1.07,0.06,3.34
2026-04-14,600207,5.68,5.48,5.71,5.38,423559,232806720.0,5.81,-3.52,-0.2,3.89
2026-04-15,600207,5.47,5.33,5.48,5.28,329388,176076272.0,3.65,-2.74,-0.15,3.02
2026-04-16,600207,5.3,5.41,5.43,5.23,313744,168729856.0,3.75,1.5,0.08,2.88
2026-04-17,600207,5.39,5.7,5.73,5.36,568593,316562336.0,6.84,5.36,0.29,5.22
2026-04-20,600207,5.64,5.77,5.92,5.61,456654,264997216.0,5.44,1.23,0.07,4.19
2026-04-21,600207,5.8,5.65,5.82,5.54,342077,193062064.0,4.85,-2.08,-0.12,3.14
2026-04-22,600207,5.58,5.67,5.72,5.54,208508,117725136.0,3.19,0.35,0.02,1.91
2026-04-23,600207,5.66,5.79,5.82,5.59,310937,178853504.0,4.06,2.12,0.12,2.85
2026-04-24,600207,5.7,5.84,5.93,5.68,298941,174492992.0,4.32,0.86,0.05,2.74
2026-04-27,600207,5.87,5.9,5.99,5.81,225687,132842120.0,3.08,1.03,0.06,2.07
2026-04-28,600207,5.85,5.71,5.94,5.63,279858,160510240.0,5.25,-3.22,-0.19,2.57
2026-04-29,600207,5.62,5.71,5.79,5.61,178343,102054520.0,3.15,0.0,0.0,1.64
2026-04-30,600207,5.74,5.59,5.76,5.51,201947,113109544.0,4.38,-2.1,-0.12,1.85
2026-05-06,600207,5.59,5.66,5.7,5.58,211182,119333432.0,2.15,1.25,0.07,1.94
2026-05-07,600207,5.72,6.23,6.23,5.72,282752,173482768.0,9.01,10.07,0.57,2.6
2026-05-08,600207,6.3,6.55,6.64,6.23,1017957,653102144.0,6.58,5.14,0.32,9.34
2026-05-11,600207,6.4,6.37,6.45,6.28,566420,359777920.0,2.6,-2.75,-0.18,5.2
2026-05-12,600207,6.37,6.42,6.57,6.34,509346,328582944.0,3.61,0.78,0.05,4.68
2026-05-13,600207,6.36,6.56,6.63,6.32,533216,348801184.0,4.83,2.18,0.14,4.89
2026-05-14,600207,6.56,6.82,6.91,6.45,753415,507005824.0,7.01,3.96,0.26,6.92
2026-05-15,600207,6.62,6.72,6.9,6.33,623482,415026720.0,8.36,-1.47,-0.1,5.72
2026-05-18,600207,6.6,6.46,6.72,6.4,461926,299966784.0,4.76,-3.87,-0.26,4.24
2026-05-19,600207,6.46,6.41,6.55,6.32,348293,222757152.0,3.56,-0.77,-0.05,3.2
2026-05-20,600207,6.34,6.34,6.44,6.16,344530,216236640.0,4.37,-1.09,-0.07,3.16
2026-05-21,600207,6.51,6.7,6.97,6.33,1046720,704766528.0,10.09,5.68,0.36,9.61
2026-05-22,600207,6.65,6.73,7.01,6.61,857581,579221120.0,5.97,0.45,0.03,7.87
2026-05-25,600207,6.85,6.85,7.08,6.8,726064,500548096.0,4.16,1.78,0.12,6.67
2026-05-26,600207,6.8,7.1,7.3,6.76,858658,605062528.0,7.88,3.65,0.25,7.88
2026-05-27,600207,6.94,7.7,7.81,6.88,1444851,1080195072.0,13.1,8.45,0.6,13.26
2026-05-28,600207,7.5,8.08,8.26,7.41,1230946,973017600.0,11.04,4.94,0.38,11.3
2026-05-29,600207,7.87,7.53,8.19,7.48,924076,717644032.0,8.79,-6.81,-0.55,8.48
2026-06-01,600207,7.64,7.27,7.74,7.13,669596,497107392.0,8.1,-3.45,-0.26,6.15
2026-06-02,600207,7.05,7.08,7.38,6.76,633836,448006432.0,8.53,-2.61,-0.19,5.82
2026-06-03,600207,7.01,6.59,7.12,6.49,600601,405255424.0,8.9,-6.92,-0.49,5.51
2026-06-04,600207,6.48,6.54,6.7,6.37,436002,284501568.0,5.01,-0.76,-0.05,4.0
2026-06-05,600207,6.45,7.19,7.19,6.23,798850,549680768.0,14.68,9.94,0.65,7.33
2026-06-08,600207,6.92,6.68,7.15,6.64,646334,445824832.0,7.09,-7.09,-0.51,5.93
2026-06-09,600207,6.85,6.61,6.94,6.32,459642,301599648.0,9.28,-1.05,-0.07,4.22
2026-06-10,600207,6.56,6.65,6.88,6.33,673601,441686816.0,8.32,0.61,0.04,6.18
2026-06-11,600207,6.5,6.42,6.7,6.3,431126,277619264.0,6.02,-3.46,-0.23,3.96
2026-06-12,600207,6.47,6.06,6.64,6.01,498146,310466592.0,9.81,-5.61,-0.36,4.57
2026-06-15,600207,6.09,6.36,6.57,6.04,518698,329212000.0,8.75,4.95,0.3,4.76
2026-06-16,600207,6.34,6.66,6.74,6.25,424696,279575968.0,7.7,4.72,0.3,3.9
2026-06-17,600207,6.56,6.83,7.05,6.56,523358,358272416.0,7.36,2.55,0.17,4.8
2026-06-18,600207,6.8,6.19,6.8,6.16,575462,366268288.0,9.37,-9.37,-0.64,5.28
2026-06-22,600207,6.25,6.12,6.36,6.02,330014,202908896.0,5.49,-1.13,-0.07,3.03
2026-06-23,600207,6.06,6.04,6.17,5.9,316256,191168256.0,4.41,-1.31,-0.08,2.9
2026-06-24,600207,6.03,5.77,6.1,5.72,329579,192874656.0,6.29,-4.47,-0.27,3.03
2026-06-25,600207,5.76,5.65,6.0,5.6,378751,217819056.0,6.93,-2.08,-0.12,3.48
2026-06-26,600207,5.6,5.66,5.95,5.52,405191,233538880.0,7.61,0.18,0.01,3.72
2026-06-29,600207,5.6,5.51,5.89,5.46,325412,182464208.0,7.6,-2.65,-0.15,2.99
2026-06-30,600207,5.49,5.86,5.89,5.41,421670,243557648.0,8.71,6.35,0.35,3.87
2026-07-01,600207,5.86,5.8,5.97,5.6,334773,194472272.0,6.31,-1.02,-0.06,3.07
2026-07-02,600207,5.71,5.45,5.73,5.41,385203,213230352.0,5.52,-6.03,-0.35,3.54
2026-07-03,600207,5.4,5.03,5.44,5.02,443508,228020944.0,7.71,-7.71,-0.42,4.07
2026-07-06,600207,5.08,4.79,5.08,4.78,305066,148993616.0,5.96,-4.77,-0.24,2.8
2026-07-07,600207,4.76,4.59,4.79,4.56,222140,103333048.0,4.8,-4.18,-0.2,2.04
2026-07-08,600207,4.58,4.52,4.63,4.45,213745,96828704.0,3.92,-1.53,-0.07,1.96
2026-07-09,600207,4.47,4.58,4.6,4.37,212151,95605368.0,5.09,1.33,0.06,1.95
2026-07-10,600207,4.59,4.61,4.77,4.53,218578,102086040.0,5.24,0.66,0.03,2.01
2026-07-13,600207,4.56,4.21,4.58,4.18,258295,112018168.0,8.68,-8.68,-0.4,2.37
2026-07-14,600207,4.23,4.34,4.37,4.17,228222,97609552.0,4.75,3.09,0.13,2.1
2026-07-15,600207,4.36,4.31,4.42,4.26,180615,78294848.0,3.69,-0.69,-0.03,1.66
2026-07-16,600207,8.61,9.13,9.35,8.59,91035,82489680.0,8.8,5.67,0.49,2.15
2026-07-17,600207,8.94,8.72,9.13,8.67,57781,51316428.0,5.04,-4.49,-0.41,1.37
2026-07-20,600207,8.73,8.44,8.86,8.38,49757,42855336.0,5.5,-3.21,-0.28,1.18
2026-07-21,600207,8.48,8.25,8.52,8.14,53186,44103744.0,4.5,-2.25,-0.19,1.26
2026-07-22,600207,8.28,8.15,8.35,8.1,36666,30004742.0,3.03,-1.21,-0.1,0.87
2026-07-23,600207,8.19,8.31,8.34,8.15,32027,26375986.0,2.33,1.96,0.16,0.76
2026-07-24,600207,8.3,8.12,8.3,8.11,26433,21641668.0,2.29,-2.29,-0.19,0.63
2026-07-27,600207,8.17,8.43,8.46,8.13,41852,34955956.0,4.06,3.82,0.31,0.99
2026-07-28,600207,8.35,8.57,8.85,8.35,41998,36318040.0,5.93,1.66,0.14,0.99
2026-07-29,600207,8.54,8.52,8.79,8.48,55041,47289548.0,3.62,-0.58,-0.05,1.3
2026-07-30,600207,8.51,8.43,8.61,8.36,44992,38207600.0,2.93,-1.06,-0.09,1.06
2026-07-31,600207,8.51,8.72,8.73,8.5,49889,42990760.0,2.73,3.44,0.29,1.18
2026-08-03,600207,4.16,4.29,4.3,4.12,197134,83706336.0,4.37,4.13,0.17,1.81
2026-08-04,600207,4.34,4.35,4.4,4.25,164934,71440920.0,3.5,1.4,0.06,1.51
2026-08-05,600207,4.36,4.42,4.44,4.33,165899,73009648.0,2.53,1.61,0.07,1.52
2026-08-06,600207,4.43,4.41,4.43,4.3,144420,63183676.0,2.94,-0.23,-0.01,1.33
2026-08-07,600207,4.39,4.45,4.45,4.33,153328,67533848.0,2.72,0.91,0.04,1.41
2026-08-10,600207,4.46,4.49,4.5,4.37,146646,65162228.0,2.92,0.9,0.04,1.35
